"CTgene","predicted.celltype.l2","orig.ident","n"
"IGHV1-69-2.IGHD2-2.IGHJ6.IGHM_IGKV2D-28.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV1-69-2.IGHD3-10.IGHJ3.IGHM_IGKV1-33.IGKJ5.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.IGHD3-16.IGHJ4.IGHM_IGKV3D-20.IGKJ2.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.IGHD3-22.IGHJ2.IGHM_IGKV1D-39.IGKJ3.IGKC","B naive","P1043MED",1
"IGHV1-69-2.IGHD3-22.IGHJ3.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.IGHD3-22.IGHJ3.IGHM_NA","B intermediate","P1043CD3",1
"IGHV1-69-2.IGHD3-22.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV1-69-2.IGHD3-22.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.IGHD3-3.IGHJ4.IGHM_IGKV4-1.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.IGHD3-3.IGHJ6.IGHM_IGKV1D-39.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.IGHD3-9.IGHJ4.IGHM_NA","B intermediate","P1043CD3",1
"IGHV1-69-2.IGHD3-9.IGHJ6.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV1-69-2.IGHD4-23.IGHJ6.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV1-69-2.IGHD5-24.IGHJ4.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.IGHD6-13.IGHJ4.IGHM_IGKV2D-29.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.IGHD6-13.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV1-69-2.IGHD6-19.IGHJ4.IGHM_IGKV3-20.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.IGHD6-6.IGHJ4.IGHM_IGKV1-12.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV1-69-2.IGHD6-6.IGHJ4.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ1.IGHM_IGLV2-14.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV1-69-2.NA.IGHJ3.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1043HIV",2
"IGHV1-69-2.NA.IGHJ3.IGHM_IGKV1-8.IGKJ2.IGKC","B naive","JLKMED",1
"IGHV1-69-2.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ3.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ3.IGHM_IGKV3-20.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ3.IGHM_IGKV4-1.IGKJ2.IGKC","B naive","P1043MED",1
"IGHV1-69-2.NA.IGHJ3.IGHM_IGKV4-1.IGKJ3.IGKC","B intermediate","P1042CD3",1
"IGHV1-69-2.NA.IGHJ3.IGHM_NA","B intermediate","JLKMED",1
"IGHV1-69-2.NA.IGHJ3.IGHM_NA","B naive","JLKMED",1
"IGHV1-69-2.NA.IGHJ3.IGHM_NA","B naive","P1042MED",1
"IGHV1-69-2.NA.IGHJ3.IGHM_NA","B naive","P1043MED",1
"IGHV1-69-2.NA.IGHJ3.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHD_IGKV2D-28.IGKJ2.IGKC","B intermediate","JLKMED",1
"IGHV1-69-2.NA.IGHJ4.IGHD_IGKV3-15.IGKJ3.IGKC","B naive","P1043MED",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1-17.IGKJ1.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1-27.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1-33.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1-33.IGKJ4.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1-33.IGKJ4.IGKC","B naive","JLKMED",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1-9.IGKJ1.IGKC","B naive","JLKMED",2
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ1.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV3-11.IGKJ2.IGKC","B naive","P1042MED",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV3-11.IGKJ3.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV3-11.IGKJ3.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV3-20.IGKJ2.IGKC","Plasmablast","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGKV3-20.IGKJ3.IGKC","B memory","P1043MED",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGLV2-11.IGLJ7.IGLC1","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_IGLV2-14.IGLJ7.IGLC1","B naive","P1042MED",1
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","B naive","JLKCD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","B naive","JLKMED",1
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","B naive","P1043HIV",1
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","B naive","P1043MED",2
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV1-69-2.NA.IGHJ4.IGHM_NA","Plasmablast","JLKCD3",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV1-8.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV1-8.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV3-15.IGKJ2.IGKC","B naive","P1043MED",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV3-20.IGKJ1.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV3-20.IGKJ4.IGKC","CD4 TCM","P1042CD3",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV4-1.IGKJ4.IGKC","B naive","P1042MED",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGKV4-1.IGKJ4.IGKC","Plasmablast","P1043CD3",1
"IGHV1-69-2.NA.IGHJ5.IGHM_IGLV3-16.IGLJ7.IGLC1","B intermediate","P1042HIV",1
"IGHV1-69-2.NA.IGHJ5.IGHM_NA","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHG1_IGLV2-11.IGLJ7.IGLC1","B memory","P1043MED",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1-33.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","JLKMED",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1-6.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ1.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ3.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV2-24.IGKJ5.IGKC","B naive","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ2.IGKC","Plasmablast","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ3.IGKC","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ5.IGKC","B naive","P1043MED",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV3-15.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV3-15.IGKJ2.IGKC","ILC","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV3-20.IGKJ2.IGKC","Plasmablast","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV3-20.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGKV4-1.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGLV3-1.IGLJ7.IGLC1","B naive","JLKMED",1
"IGHV1-69-2.NA.IGHJ6.IGHM_IGLV4-69.IGLJ7.IGLC7","B intermediate","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_NA","B intermediate","P1042HIV",1
"IGHV1-69-2.NA.IGHJ6.IGHM_NA","B memory","P1043CD3",1
"IGHV1-69-2.NA.IGHJ6.IGHM_NA","B naive","P1042MED",1
"IGHV1-69-2.NA.IGHJ6.IGHM_NA","B naive","P1043CD3",1
"IGHV1-69.IGHD2-15.IGHJ3.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69.IGHD2-15.IGHJ4.IGHM_IGKV2D-28.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69.IGHD2-2.IGHJ5.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV1-69.IGHD2-2.IGHJ6.IGHM_IGKV1-33.IGKJ2.IGKC","B memory","P1042CD3",1
"IGHV1-69.IGHD2-21.IGHJ6.IGHM_IGKV1-5.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV1-69.IGHD3-10.IGHJ4.IGHM_IGKV3-15.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69.IGHD3-22.IGHJ4.IGHM_IGKV3-20.IGKJ3.IGKC","B memory","P1043CD3",1
"IGHV1-69.IGHD3-3.IGHJ6.IGHM_NA","B naive","P1043MED",1
"IGHV1-69.IGHD4-17.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV1-69.IGHD6-13.IGHJ3.IGHM_NA","B naive","P1043MED",1
"IGHV1-69.IGHD6-6.IGHJ6.IGHM_IGKV2D-28.IGKJ5.IGKC","Plasmablast","P1042CD3",1
"IGHV1-69.IGHD6-6.IGHJ6.IGHM_IGKV3-11.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV1-69.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV1-69.NA.IGHJ4.IGHM_IGKV2D-28.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ4.IGHM_IGKV3-11.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ4.IGHM_IGKV3-15.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ4.IGHM_IGKV3-20.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ4.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","P1042MED",1
"IGHV1-69.NA.IGHJ4.IGHM_IGLV2-11.IGLJ7.IGLC1","B memory","P1043CD3",1
"IGHV1-69.NA.IGHJ4.IGHM_IGLV2-11.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ5.IGHM_NA","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ6.IGHD_IGKV1-5.IGKJ2.IGKC","B naive","P1042MED",1
"IGHV1-69.NA.IGHJ6.IGHM_IGKV1-8.IGKJ2.IGKC","B intermediate","P1043MED",1
"IGHV1-69.NA.IGHJ6.IGHM_IGKV1-9.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV1-69.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV1-69.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ3.IGKC","CD4 TCM","P1043CD3",1
"IGHV1-69.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV1-69.NA.IGHJ6.IGHM_IGKV3-20.IGKJ5.IGKC","B memory","P1043MED",1
"IGHV1-69.NA.IGHJ6.IGHM_NA","B naive","P1042HIV",1
"IGHV1-69.NA.IGHJ6.IGHM_NA","B naive","P1042MED",1
"IGHV1-69.NA.IGHJ6.IGHM_NA","B naive","P1043HIV",1
"IGHV2-26.IGHD2-15.IGHJ4.IGHM_NA","B naive","P1043HIV",1
"IGHV2-26.IGHD2-15.IGHJ5.IGHD_NA","CD4 TCM","P1042CD3",1
"IGHV2-26.IGHD3-10.IGHJ3.IGHM_IGKV3-20.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV2-26.IGHD3-10.IGHJ5.IGHM_IGKV3-20.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV2-26.IGHD3-16.IGHJ3.IGHM_IGKV1-5.IGKJ1.IGKC","B memory","P1043CD3",1
"IGHV2-26.IGHD3-22.IGHJ6.IGHM_IGKV3-20.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV2-26.IGHD3-3.IGHJ6.IGHD_NA","B naive","P1043HIV",1
"IGHV2-26.IGHD3-3.IGHJ6.IGHM_NA","B naive","P1043MED",1
"IGHV2-26.IGHD4-17.IGHJ4.IGHM_NA","Plasmablast","P1042CD3",1
"IGHV2-26.NA.IGHJ3.IGHM_NA","B naive","P1043MED",1
"IGHV2-26.NA.IGHJ4.IGHA1_IGKV1D-39.IGKJ4.IGKC","B memory","P1043MED",1
"IGHV2-26.NA.IGHJ4.IGHG1_IGLV3-21.IGLJ7.IGLC1","B memory","JLKMED",1
"IGHV2-26.NA.IGHJ4.IGHM_IGKV2-30.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV2-26.NA.IGHJ4.IGHM_IGLV2-23.IGLJ7.IGLC1","B intermediate","JLKMED",1
"IGHV2-26.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ2.IGKC","B intermediate","P1043HIV",1
"IGHV2-26.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ1.IGKC","B intermediate","P1042CD3",1
"IGHV2-5.IGHD2-15.IGHJ4.IGHM_IGKV2D-28.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV2-5.IGHD2-15.IGHJ4.IGHM_NA","CD4 Proliferating","P1043CD3",1
"IGHV2-5.IGHD2-2.IGHJ4.IGHM_NA","B intermediate","P1043CD3",1
"IGHV2-5.IGHD2-21.IGHJ3.IGHM_IGKV1-33.IGKJ3.IGKC","B naive","P1042MED",1
"IGHV2-5.IGHD2-21.IGHJ4.IGHM_IGKV4-1.IGKJ2.IGKC","B naive","P1042MED",1
"IGHV2-5.IGHD2-21.IGHJ5.IGHM_IGKV3-11.IGKJ2.IGKC","Plasmablast","P1043CD3",1
"IGHV2-5.IGHD3-10.IGHJ3.IGHM_IGKV1-5.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV2-5.IGHD3-10.IGHJ4.IGHM_NA","B naive","P1042HIV",1
"IGHV2-5.IGHD3-10.IGHJ4.IGHM_NA","CD4 TCM","P1042CD3",1
"IGHV2-5.IGHD3-10.IGHJ4.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV2-5.IGHD3-10.IGHJ5.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV2-5.IGHD3-16.IGHJ5.IGHM_IGKV1-27.IGKJ3.IGKC","B naive","P1043MED",1
"IGHV2-5.IGHD3-22.IGHJ3.IGHM_IGKV1-8.IGKJ1.IGKC","CD4 TCM","P1043HIV",1
"IGHV2-5.IGHD3-22.IGHJ4.IGHM_IGKV2D-40.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV2-5.IGHD3-22.IGHJ4.IGHM_IGKV3-20.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV2-5.IGHD3-22.IGHJ4.IGHM_NA","B naive","JLKMED",1
"IGHV2-5.IGHD3-3.IGHJ4.IGHM_IGKV4-1.IGKJ2.IGKC","B naive","P1043CD3",1
"IGHV2-5.IGHD3-3.IGHJ4.IGHM_NA","B intermediate","P1042MED",1
"IGHV2-5.IGHD3-3.IGHJ5.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV2-5.IGHD3-9.IGHJ3.IGHM_NA","B naive","P1043HIV",1
"IGHV2-5.IGHD4-17.IGHJ4.IGHM_IGKV1D-39.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV2-5.IGHD4-23.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B memory","P1043HIV",1
"IGHV2-5.IGHD6-13.IGHJ6.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV2-5.NA.IGHJ3.IGHA1_IGKV3-15.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV2-5.NA.IGHJ3.IGHM_IGKV2D-28.IGKJ2.IGKC","B intermediate","P1043HIV",1
"IGHV2-5.NA.IGHJ4.IGHG1_NA","B naive","JLKMED",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV1-33.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1042MED",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV1D-8.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV2D-28.IGKJ3.IGKC","B naive","P1042MED",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV2-5.NA.IGHJ4.IGHM_IGKV4-1.IGKJ4.IGKC","B memory","P1043CD3",1
"IGHV2-5.NA.IGHJ4.IGHM_NA","B intermediate","P1043CD3",2
"IGHV2-5.NA.IGHJ4.IGHM_NA","B memory","P1043CD3",1
"IGHV2-5.NA.IGHJ4.IGHM_NA","B naive","P1043CD3",1
"IGHV2-5.NA.IGHJ4.IGHM_NA","Plasmablast","P1043CD3",2
"IGHV2-5.NA.IGHJ5.IGHG2_NA","CD4 TCM","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV1D-13.IGKJ5.IGKC","B memory","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV1D-39.IGKJ4.IGKC","B intermediate","P1043HIV",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV1D-39.IGKJ4.IGKC","B memory","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV1D-8.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV2D-28.IGKJ5.IGKC","CD4 TCM","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV3-11.IGKJ1.IGKC","Plasmablast","P1042CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV2-5.NA.IGHJ5.IGHM_IGKV3-15.IGKJ2.IGKC","B memory","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_IGLV3-21.IGLJ7.IGLC1","B intermediate","JLKCD3",1
"IGHV2-5.NA.IGHJ5.IGHM_NA","B memory","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_NA","B naive","P1042MED",1
"IGHV2-5.NA.IGHJ5.IGHM_NA","B naive","P1043CD3",1
"IGHV2-5.NA.IGHJ5.IGHM_NA","Plasmablast","P1043CD3",2
"IGHV2-5.NA.IGHJ6.IGHM_NA","B intermediate","P1043CD3",1
"IGHV2-70.IGHD3-10.IGHJ6.IGHG1_NA","B intermediate","JLKCD3",1
"IGHV2-70.IGHD3-10.IGHJ6.IGHM_IGKV4-1.IGKJ1.IGKC","B intermediate","P1042HIV",1
"IGHV2-70.IGHD3-16.IGHJ4.IGHM_NA","B naive","P1043HIV",1
"IGHV2-70.IGHD3-22.IGHJ4.IGHM_IGKV3-11.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV2-70.IGHD3-22.IGHJ6.IGHM_IGKV3-20.IGKJ1.IGKC","B naive","P1042HIV",1
"IGHV2-70.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV2-70.NA.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV2-70.NA.IGHJ6.IGHM_NA","B intermediate","P1042CD3",1
"IGHV3-11.IGHD1-26.IGHJ3.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","JLKMED",1
"IGHV3-11.IGHD2-15.IGHJ4.IGHM_NA","B naive","P1043HIV",2
"IGHV3-11.IGHD2-2.IGHJ4.IGHM_IGKV2-30.IGKJ4.IGKC","B naive","JLKCD3",1
"IGHV3-11.IGHD2-21.IGHJ5.IGHM_IGKV1D-39.IGKJ5.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-11.IGHD3-10.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","P1043MED",1
"IGHV3-11.IGHD3-10.IGHJ4.IGHM_IGKV3-11.IGKJ1.IGKC","B naive","JLKMED",1
"IGHV3-11.IGHD3-22.IGHJ4.IGHM_IGKV1-8.IGKJ2.IGKC","CD4 Proliferating","JLKCD3",1
"IGHV3-11.IGHD3-22.IGHJ4.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-11.IGHD3-22.IGHJ4.IGHM_IGKV3-15.IGKJ3.IGKC","B intermediate","P1043MED",1
"IGHV3-11.IGHD3-22.IGHJ4.IGHM_NA","B intermediate","P1043CD3",1
"IGHV3-11.IGHD3-22.IGHJ4.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV3-11.IGHD3-22.IGHJ5.IGHM_NA","B naive","P1043MED",1
"IGHV3-11.IGHD3-3.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV3-11.IGHD3-3.IGHJ5.IGHM_IGKV2D-28.IGKJ1.IGKC","ILC","JLKCD3",1
"IGHV3-11.IGHD3-3.IGHJ6.IGHM_IGKV1D-39.IGKJ3.IGKC","Plasmablast","P1043CD3",1
"IGHV3-11.IGHD3-3.IGHJ6.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV3-11.IGHD4-17.IGHJ4.IGHM_IGLV2-14.IGLJ7.IGLC1","B intermediate","P1043CD3",1
"IGHV3-11.IGHD5-12.IGHJ6.IGHM_NA","B intermediate","P1043CD3",1
"IGHV3-11.IGHD6-13.IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1042MED",1
"IGHV3-11.NA.IGHJ2.IGHG3_IGKV1D-39.IGKJ4.IGKC","CD4 TCM","P1042CD3",1
"IGHV3-11.NA.IGHJ3.IGHM_IGKV1-33.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-11.NA.IGHJ3.IGHM_NA","B intermediate","P1043CD3",1
"IGHV3-11.NA.IGHJ4.IGHA1_IGLV4-69.IGLJ7.IGLC1","Plasmablast","JLKCD3",1
"IGHV3-11.NA.IGHJ4.IGHA2_NA","B intermediate","P1043MED",1
"IGHV3-11.NA.IGHJ4.IGHG2_NA","B intermediate","P1042HIV",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV1-33.IGKJ1.IGKC","B memory","P1042CD3",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV1-33.IGKJ4.IGKC","Plasmablast","JLKCD3",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV1-5.IGKJ3.IGKC","B naive","P1043HIV",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV1-9.IGKJ3.IGKC","B naive","P1043HIV",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ3.IGKC","B intermediate","P1043CD3",1
"IGHV3-11.NA.IGHJ4.IGHM_IGKV4-1.IGKJ4.IGKC","B naive","JLKMED",1
"IGHV3-11.NA.IGHJ4.IGHM_IGLV2-14.IGLJ7.IGLC1","B naive","P1042HIV",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","B intermediate","JLKCD3",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","B intermediate","P1042MED",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","B intermediate","P1043HIV",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","B naive","P1043HIV",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","B naive","P1043MED",1
"IGHV3-11.NA.IGHJ4.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV3-11.NA.IGHJ5.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","JLKMED",1
"IGHV3-11.NA.IGHJ5.IGHM_IGKV3-11.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-11.NA.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1042CD3",1
"IGHV3-11.NA.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","CD4 TCM","P1042CD3",1
"IGHV3-11.NA.IGHJ6.IGHG1_NA","B intermediate","P1043HIV",1
"IGHV3-11.NA.IGHJ6.IGHM_IGKV1-8.IGKJ3.IGKC","B naive","P1043MED",1
"IGHV3-11.NA.IGHJ6.IGHM_IGKV3-20.IGKJ2.IGKC","B naive","P1042MED",1
"IGHV3-13.IGHD3-10.IGHJ4.IGHD_IGKV3-20.IGKJ5.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-13.IGHD3-16.IGHJ2.IGHM_NA","B naive","P1043MED",1
"IGHV3-13.NA.IGHJ2.IGHM_IGKV1D-39.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV3-13.NA.IGHJ2.IGHM_NA","B naive","P1043HIV",1
"IGHV3-13.NA.IGHJ3.IGHM_IGKV1-9.IGKJ1.IGKC","B intermediate","P1042MED",1
"IGHV3-13.NA.IGHJ4.IGHD_IGKV1-17.IGKJ1.IGKC","B naive","JLKMED",1
"IGHV3-13.NA.IGHJ4.IGHM_NA","B intermediate","P1042CD3",1
"IGHV3-13.NA.IGHJ5.IGHM_NA","B naive","P1043HIV",1
"IGHV3-13.NA.IGHJ6.IGHM_NA","B intermediate","P1042HIV",1
